,0,1
0,0.024861586411364284,tb1_Genetic
1,0.020269426679749007,tb7_BC24
2,0.02023343393889162,101-200
3,0.019686124120816852,tb10_NA
4,0.018259037199985347,tb1_Procedure
5,0.017346498765866455,Phase_2
6,0.01727774133784861,AMBIG
7,0.01711194397267175,Infl
8,0.015446220365840601,tb2_NoIntervention
9,0.015380173536894496,tb7_Rare
10,0.01509160298470954,NETWORK
11,0.014180282742392183,201-500
12,0.01411486394082067,ARhu
13,0.014078525731186096,tb7_BC18
14,0.013964049283367013,tb23_OTHER_GOV
15,0.013807188123187103,tb7_BC21
16,0.013606045233590679,Count of Units
17,0.013552159333294846,tb1_DiagnosticTest
18,0.01317312330639337,AnAg
19,0.013096526500919274,501-1000
20,0.012757721483026912,tb7_BC07
21,0.012566075463769455,OTHER
22,0.012490462073113953,tb7_BC05
23,0.012400401135711489,tb28_OlderAdult
24,0.0123102432084944,tb7_BC09
25,0.01227271593232397,OTHER_GOV
26,0.012195777214207554,tb20_CombinationProduct
27,0.012126531010936978,tb7_BC11
28,0.01207394530617719,tb2_Experimental
29,0.011836711852475701,tb10_NonRandomized
30,0.011719540117878785,tb7_BC15
31,0.01163136135938194,tb1_Radiation
32,0.01147903716504378,tb7_BC16
33,0.011300430477458278,Median
34,0.011067380040403146,tb1_CombinationProduct
35,0.01089135504624024,tb23_NETWORK
36,0.01077355316610929,tb20_Procedure
37,0.01070496167756646,tb11_Quadruple
38,0.010680408767792282,tb20_Genetic
39,0.010501626035639122,Count of Participants
40,0.010176434630863256,tb29_ExpandedAccess
41,0.010039790373157598,tb11_Double
42,0.00999309505583711,tb20_Radiation
43,0.009888277288771093,tb7_BC20
44,0.00952551970286855,tb10_Randomized
45,0.009428390001938713,AdjAn
46,0.009070753327470267,tb21_Yes
47,0.008752995903114978,tb3_InterQuartileRange
48,0.008647862425725385,tb2_ShamComparator
49,0.008457011726336202,tb23_FED
50,0.00838737481137113,tb13_CrossSectional
51,0.008259876684810763,Number
52,0.007786627528014753,tb11_NoneOpenLabel
53,0.007490885772697328,tb7_BXS
54,0.00739106508792308,AntiConv
55,0.007201566941206618,Lipd
56,0.0071480860531799575,10000plus
57,0.006994487704658301,Hypo
58,0.006872029723713213,tb11_Single
59,0.006838412246516965,tb21_No
60,0.006756207208326214,tb23_OTHER
61,0.006665422003318572,tb7_BC19
62,0.006621463237184355,Phase_4
63,0.006621069531715623,HB
64,0.006409355112469653,PlAggInh
65,0.0062749597481457885,tb7_BC17
66,0.006201325009901044,1001-10000
67,0.005983877246356421,tb7_BC02
68,0.005872766517086342,MuRelCen
69,0.005654425736551703,tb12_BasicScience
70,0.005463354911575076,Emet
71,0.005369892485015451,tb2_ActiveComparator
72,0.005360432529599859,CNSSti
73,0.005339878637940493,tb1_Drug
74,0.005194406787810532,tb7_BC03
75,0.005042855409428356,tb7_BC06
76,0.004888665696240797,tb20_Behavioral
77,0.004811395193527389,AAll
78,0.004768276123951253,tb7_BC14
79,0.004549268638427799,tb20_Biological
80,0.004513884000368372,tb20_DiagnosticTest
81,0.004499772177338878,AA
82,0.004378437278918853,tb28_Child
83,0.004371971097889935,Resp
84,0.004362075496280947,tb7_BXM
85,0.004300207143626729,tb12_Screening
86,0.0040665826746601845,Hemat
87,0.00404365765076688,tb2_PlaceboComparator
88,0.003962035759475301,tb15_NoHealthyVolunteers
89,0.0037904795950376323,BlSubst
90,0.003615443863236496,PhSol
91,0.0035831416458204607,Infe
92,0.0035746627810018155,Rena
93,0.003524175832478047,tb2_Other
94,0.003512422199251754,AnObAg
95,0.00321494965740231,tb7_BC08
96,0.003208190999736707,tb11_Triple
97,0.0031783860817643766,Vi
98,0.003173629471979296,tb7_All
99,0.003160163001997031,tb7_BC01
100,0.0029744298312971416,tb12_EducationalCounselingTraining
101,0.0028073505783501023,Urol
102,0.002534203854251417,AnArAg
103,0.0025036902774540288,VaDiAg
104,0.0024866153456152592,tb23_NIH
105,0.0024611155958461804,tb7_BC26
106,0.002451514921446851,AnCoag
107,0.0024386575256168273,tb12_Treatment
108,0.0024196971692153004,tb7_BC10
109,0.002347856177749902,Antipy
110,0.002325178439606246,NIH
111,0.002317521307165807,tb1_Biological
112,0.002292679906225127,tb20_Drug
113,0.0022426780876171845,CaS
114,0.00222084810352923,AnDyAg
115,0.002170228645261991,Fl
116,0.0021175167680686675,INDIV
117,0.002090541832763369,Coag
118,0.0020885689293356825,tb12_DeviceFeasibility
119,0.001987402747393561,Mi
120,0.0018589347150302436,tb20_Other
121,0.0016424704101511806,NiOxD
122,0.0016402093738627818,tb1_DietarySupplement
123,0.001614985838949698,tb23_INDIV
124,0.0015326339734827927,Derm
125,0.0014804941199575213,tb1_Other
126,0.0014673769961658033,AnEm
127,0.0014169904576659348,NarcAntag
