ConditionAncestorId
"['D000005759', 'D000005767', 'D000004066', 'D000003092', 'D000003108']"
"['D000020969', 'D000010335', 'D000009395', 'D000009393', 'D000007674', 'D000014570', 'D000011702']"
"['D000006505', 'D000008107', 'D000004066', 'D000006525', 'D000014777', 'D000018178', 'D000012327']"
"['D000013118', 'D000002493', 'D000009422', 'D000020196', 'D000014947']"
0
"['D000000380', 'D000007960', 'D000006402']"
"['D000009371', 'D000009369', 'D000001941', 'D000012871']"
"['D000012030', 'D000005128']"
"['D000009976', 'D000012327', 'D000014777', 'D000012141', 'D000012140']"
"['D000015179', 'D000007414', 'D000005770', 'D000004067', 'D000009371', 'D000009369', 'D000004066', 'D000005767', 'D000003108', 'D000007410']"
"['D000006311', 'D000004427', 'D000010038', 'D000012678', 'D000009461', 'D000009422']"
"['D000006505', 'D000008107', 'D000004066', 'D000006525', 'D000014777', 'D000018178', 'D000012327', 'D000006521']"
"['D000006505', 'D000008107', 'D000004066', 'D000006525', 'D000014777', 'D000018178', 'D000012327', 'D000006521']"
0
"['D000006349', 'D000006331', 'D000002318', 'D000014694']"
"['D000016870', 'D000016905', 'D000001424', 'D000002493', 'D000009422']"
D000019967
"['D000006970', 'D000020919', 'D000020920', 'D000012893', 'D000009422', 'D000001523']"
"['D000006349', 'D000006331', 'D000002318', 'D000014694']"
D000012817
"['D000002277', 'D000009375', 'D000009370', 'D000009369', 'D000012142', 'D000013899', 'D000009371', 'D000008171', 'D000012140', 'D000018307']"
0
"['D000044882', 'D000008659', 'D000004700', 'D000003925', 'D000014652', 'D000002318', 'D000007871', 'D000012883', 'D000012871', 'D000048909', 'D000005534', 'D000010523', 'D000009468', 'D000009422']"
0
"['D000009371', 'D000009369', 'D000001941', 'D000012871']"
"['D000010335', 'D000068099', 'D000001523']"
D000014947
D000010335
"['D000016180', 'D000012192', 'D000012327', 'D000014777', 'D000015229', 'D000012749', 'D000007153', 'D000007154']"
"['D000014594', 'D000005833', 'D000014565', 'D000009371', 'D000009369', 'D000002577', 'D000014591']"
"['D000010146', 'D000009461', 'D000051271', 'D000020773', 'D000001927', 'D000002493', 'D000009422']"
"['D000009668', 'D000012140', 'D000010038', 'D000012130', 'D000006969', 'D000006967', 'D000007154', 'D000007239']"
"['D000006949', 'D000050171', 'D000052439', 'D000008659', 'D000014652', 'D000001161', 'D000001157']"
"['D000016180', 'D000012192', 'D000012327', 'D000014777', 'D000015229', 'D000012749', 'D000007153', 'D000007154']"
"['D000016180', 'D000012192', 'D000012327', 'D000014777', 'D000015229', 'D000012749', 'D000007153', 'D000007154']"
0
"['D000007592', 'D000009140', 'D000001850', 'D000007239', 'D000001847', 'D000013122', 'D000012216', 'D000003240', 'D000001327', 'D000007154', 'D000025242', 'D000025241', 'D000011565', 'D000017444', 'D000012871', 'D000000844']"
"['D000002318', 'D000014352', 'D000056986', 'D000011528', 'D000010272']"
"['D000016905', 'D000001424']"
0
"['D000011528', 'D000010272']"
"['D000003704', 'D000001927', 'D000002493', 'D000009422', 'D000024801', 'D000019636', 'D000019965', 'D000001523']"
0
"['D000010335', 'D000020278', 'D000020274', 'D000009422', 'D000003711', 'D000001327', 'D000007154']"
"['D000010335', 'D000020278', 'D000020274', 'D000009422', 'D000003711', 'D000001327', 'D000007154']"
0
"['D000010335', 'D000011183']"
"['D000001982', 'D000012140', 'D000008173', 'D000008171', 'D000012141', 'D000020969', 'D000010335', 'D000029424']"
"['D000003920', 'D000044882', 'D000008659', 'D000004700']"
"['D000020734', 'D000001480', 'D000001927', 'D000002493', 'D000009422', 'D000009069', 'D000019636']"
"['D000001526', 'D000019964', 'D000001523']"
"['D000000745', 'D000000743', 'D000000740', 'D000006402', 'D000006453', 'D000030342']"
"['D000014777', 'D000009135', 'D000009140', 'D000004679', 'D000002493', 'D000009422', 'D000009468']"
"['D000006311', 'D000004427', 'D000010038', 'D000012678', 'D000009461', 'D000009422']"
"['D000019964', 'D000001523']"
"['D000006331', 'D000002318']"
0
"['D000009976', 'D000012327', 'D000014777', 'D000012141', 'D000012140']"
"['D000009468', 'D000009422']"
"['D000003704', 'D000001927', 'D000002493', 'D000009422', 'D000024801', 'D000019636', 'D000019965', 'D000001523', 'D000003072', 'D000002561', 'D000002537', 'D000020765', 'D000056784', 'D000001161', 'D000001157', 'D000014652', 'D000002318', 'D000019954', 'D000009461']"
"['D000004427', 'D000010038', 'D000012871']"
"['D000001855', 'D000006402', 'D000019046', 'D000019337', 'D000009371', 'D000009369']"
"['D000012030', 'D000005128', 'D000014947']"
"['D000003333', 'D000030341', 'D000012327', 'D000014777', 'D000012141', 'D000012140']"
0
"['D000008223', 'D000009370', 'D000009369', 'D000008232', 'D000008206', 'D000007160', 'D000007154']"
0
"['D000003704', 'D000001927', 'D000002493', 'D000009422', 'D000024801', 'D000019636', 'D000019965', 'D000001523', 'D000003072']"
"['D000015154', 'D000003680', 'D000005767', 'D000004066', 'D000011230', 'D000009369']"
"['D000001847', 'D000009140']"
"['D000009375', 'D000009370', 'D000009369', 'D000004066', 'D000000230', 'D000008113', 'D000004067', 'D000009371']"
"['D000001416', 'D000010146', 'D000009461', 'D000014947']"
D000001835
"['D000016769', 'D000014652', 'D000002318', 'D000008171', 'D000012140']"
"['D000009976', 'D000012327', 'D000014777', 'D000012141', 'D000012140', 'D000001832']"
D000014570
"['D000004067', 'D000009371', 'D000009369', 'D000004701', 'D000004066', 'D000010182', 'D000004700', 'D000020969', 'D000010335']"
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
"['D000007239', 'D000014570']"
0
0
"['D000009976', 'D000012327', 'D000014777', 'D000012141', 'D000012140']"
"['D000011528', 'D000010272']"
"['D000011528', 'D000010272']"
"['D000007239', 'D000013492', 'D000003240', 'D000007249', 'D000010335', 'D000012871']"
"['D000009976', 'D000012327', 'D000014777', 'D000012141', 'D000012140']"
0
0
"['D000018204', 'D000009370', 'D000009369', 'D000004266', 'D000014777', 'D000009383']"
0
0
0
0
"['D000004701', 'D000009371', 'D000009369', 'D000006258', 'D000004700', 'D000013959', 'D000016543', 'D000009423', 'D000001927', 'D000002493', 'D000009422', 'D000010335']"
"['D000003240', 'D000001327', 'D000007154']"
"['D000012140', 'D000001885', 'D000016905', 'D000001424', 'D000012141', 'D000007239']"
"['D000002277', 'D000009375', 'D000009370', 'D000009369', 'D000000230', 'D000014571', 'D000014565', 'D000009371', 'D000007674', 'D000014570']"
"['D000014652', 'D000002318', 'D000008171', 'D000012140']"
0
"['D000007153', 'D000007154', 'D000016180', 'D000012192', 'D000012327', 'D000014777', 'D000015229', 'D000012749', 'D000012897']"
"['D000052439', 'D000008659']"
"['D000011528', 'D000010272']"
"['D000012030', 'D000005128']"
"['D000015179', 'D000007414', 'D000005770', 'D000004067', 'D000009371', 'D000009369', 'D000004066', 'D000005767', 'D000007410', 'D000012002']"
"['D000006311', 'D000004427', 'D000010038', 'D000012678', 'D000009461', 'D000009422']"
"['D000006330', 'D000018376', 'D000002318', 'D000006331', 'D000000013']"
"['D000009976', 'D000012327', 'D000014777', 'D000012141', 'D000012140']"
"['D000044882', 'D000008659', 'D000004700', 'D000003327', 'D000017202', 'D000006331', 'D000002318', 'D000001161', 'D000001157', 'D000014652']"
"['D000009370', 'D000009369', 'D000004701', 'D000009371', 'D000005834', 'D000014565', 'D000004700', 'D000013733', 'D000006058']"
D000002318
"['D000019966', 'D000064419']"
"['D000011528', 'D000010272']"
"['D000006349', 'D000006331', 'D000002318']"
"['D000001145', 'D000006331', 'D000002318', 'D000010335']"
0
"['D000009371', 'D000009369', 'D000012871']"
"['D000005759', 'D000005767', 'D000004066', 'D000003108', 'D000010335']"
"['D000010146', 'D000009461']"
"['D000013959', 'D000004700']"
"['D000006331', 'D000002318', 'D000010335']"
"['D000001480', 'D000001927', 'D000002493', 'D000009422', 'D000003704', 'D000002819', 'D000020820', 'D000009069', 'D000020271', 'D000019636', 'D000030342', 'D000003072', 'D000019965', 'D000001523']"
"['D000007592', 'D000009140', 'D000012216', 'D000003240', 'D000001327', 'D000007154']"
D000011248
"['D000014652', 'D000002318']"
"['D000012088', 'D000012327', 'D000014777']"
"['D000018358', 'D000017599', 'D000009373', 'D000009370', 'D000009369', 'D000009380', 'D000018326']"
0
"['D000011528', 'D000010272']"
D000009748
0
D000014570
"['D000014652', 'D000002318']"
"['D000020763', 'D000014652', 'D000002318']"
"['D000011528', 'D000010272']"
"['D000020820', 'D000009461', 'D000009422', 'D000009069', 'D000002493', 'D000005141', 'D000005128']"
"['D000010335', 'D000068099', 'D000001523', 'D000064419']"
"['D000044882', 'D000008659', 'D000004700', 'D000009748']"
"['D000012871', 'D000011230', 'D000009369', 'D000009371']"
"['D000020969', 'D000010335']"
"['D000010335', 'D000006331', 'D000002318', 'D000014652']"
"['D000001982', 'D000012140', 'D000008173', 'D000008171', 'D000012130', 'D000006969', 'D000006967', 'D000007154']"
"['D000014947', 'D000007869', 'D000025981']"
"['D000010335', 'D000001145', 'D000006331', 'D000002318', 'D000075224', 'D000006323', 'D000003645']"
"['D000011528', 'D000010272']"
"['D000052439', 'D000008659']"
"['D000009370', 'D000009369', 'D000009196', 'D000001855', 'D000006402']"
"['D000014777', 'D000007239']"
"['D000003920', 'D000044882', 'D000008659', 'D000004700']"
"['D000012030', 'D000005128']"
0
"['D000014652', 'D000002318', 'D000005128']"
"['D000003015', 'D000016908', 'D000001424', 'D000020879', 'D000009461', 'D000009422', 'D000006996', 'D000002128', 'D000008659', 'D000003354', 'D000000193']"
0
"['D000017001', 'D000014076', 'D000009057']"
"['D000005834', 'D000014565', 'D000009371', 'D000009369', 'D000011469']"
"['D000009379', 'D000018204', 'D000009370', 'D000009369']"
"['D000001526', 'D000068099', 'D000001523']"
"['D000000380', 'D000007960', 'D000006402']"
"['D000009371', 'D000009369', 'D000012871']"
"['D000005759', 'D000005767', 'D000004066', 'D000003092', 'D000003108']"
"['D000020969', 'D000010335', 'D000009395', 'D000009393', 'D000007674', 'D000014570', 'D000011702']"
"['D000006505', 'D000008107', 'D000004066', 'D000006525', 'D000014777', 'D000018178', 'D000012327']"
"['D000013118', 'D000002493', 'D000009422', 'D000020196', 'D000014947']"
0
"['D000000380', 'D000007960', 'D000006402']"
"['D000009371', 'D000009369', 'D000001941', 'D000012871']"
"['D000012030', 'D000005128']"
"['D000009976', 'D000012327', 'D000014777', 'D000012141', 'D000012140']"
"['D000015179', 'D000007414', 'D000005770', 'D000004067', 'D000009371', 'D000009369', 'D000004066', 'D000005767', 'D000003108', 'D000007410']"
"['D000006311', 'D000004427', 'D000010038', 'D000012678', 'D000009461', 'D000009422']"
"['D000006505', 'D000008107', 'D000004066', 'D000006525', 'D000014777', 'D000018178', 'D000012327', 'D000006521']"
"['D000006505', 'D000008107', 'D000004066', 'D000006525', 'D000014777', 'D000018178', 'D000012327', 'D000006521']"
0
"['D000006349', 'D000006331', 'D000002318', 'D000014694']"
"['D000016870', 'D000016905', 'D000001424', 'D000002493', 'D000009422']"
D000019967
"['D000006970', 'D000020919', 'D000020920', 'D000012893', 'D000009422', 'D000001523']"
"['D000006349', 'D000006331', 'D000002318', 'D000014694']"
D000012817
"['D000002277', 'D000009375', 'D000009370', 'D000009369', 'D000012142', 'D000013899', 'D000009371', 'D000008171', 'D000012140', 'D000018307']"
0
"['D000044882', 'D000008659', 'D000004700', 'D000003925', 'D000014652', 'D000002318', 'D000007871', 'D000012883', 'D000012871', 'D000048909', 'D000005534', 'D000010523', 'D000009468', 'D000009422']"
0
"['D000009371', 'D000009369', 'D000001941', 'D000012871']"
"['D000010335', 'D000068099', 'D000001523']"
D000014947
D000010335
"['D000016180', 'D000012192', 'D000012327', 'D000014777', 'D000015229', 'D000012749', 'D000007153', 'D000007154']"
"['D000014594', 'D000005833', 'D000014565', 'D000009371', 'D000009369', 'D000002577', 'D000014591']"
"['D000010146', 'D000009461', 'D000051271', 'D000020773', 'D000001927', 'D000002493', 'D000009422']"
"['D000009668', 'D000012140', 'D000010038', 'D000012130', 'D000006969', 'D000006967', 'D000007154', 'D000007239']"
"['D000006949', 'D000050171', 'D000052439', 'D000008659', 'D000014652', 'D000001161', 'D000001157']"
"['D000016180', 'D000012192', 'D000012327', 'D000014777', 'D000015229', 'D000012749', 'D000007153', 'D000007154']"
"['D000016180', 'D000012192', 'D000012327', 'D000014777', 'D000015229', 'D000012749', 'D000007153', 'D000007154']"
0
"['D000007592', 'D000009140', 'D000001850', 'D000007239', 'D000001847', 'D000013122', 'D000012216', 'D000003240', 'D000001327', 'D000007154', 'D000025242', 'D000025241', 'D000011565', 'D000017444', 'D000012871', 'D000000844']"
"['D000002318', 'D000014352', 'D000056986', 'D000011528', 'D000010272']"
"['D000016905', 'D000001424']"
0
"['D000011528', 'D000010272']"
"['D000003704', 'D000001927', 'D000002493', 'D000009422', 'D000024801', 'D000019636', 'D000019965', 'D000001523']"
0
"['D000010335', 'D000020278', 'D000020274', 'D000009422', 'D000003711', 'D000001327', 'D000007154']"
"['D000010335', 'D000020278', 'D000020274', 'D000009422', 'D000003711', 'D000001327', 'D000007154']"
0
"['D000010335', 'D000011183']"
"['D000001982', 'D000012140', 'D000008173', 'D000008171', 'D000012141', 'D000020969', 'D000010335', 'D000029424']"
"['D000003920', 'D000044882', 'D000008659', 'D000004700']"
"['D000020734', 'D000001480', 'D000001927', 'D000002493', 'D000009422', 'D000009069', 'D000019636']"
"['D000001526', 'D000019964', 'D000001523']"
"['D000000745', 'D000000743', 'D000000740', 'D000006402', 'D000006453', 'D000030342']"
"['D000014777', 'D000009135', 'D000009140', 'D000004679', 'D000002493', 'D000009422', 'D000009468']"
"['D000006311', 'D000004427', 'D000010038', 'D000012678', 'D000009461', 'D000009422']"
"['D000019964', 'D000001523']"
"['D000006331', 'D000002318']"
0
"['D000009976', 'D000012327', 'D000014777', 'D000012141', 'D000012140']"
"['D000009468', 'D000009422']"
"['D000003704', 'D000001927', 'D000002493', 'D000009422', 'D000024801', 'D000019636', 'D000019965', 'D000001523', 'D000003072', 'D000002561', 'D000002537', 'D000020765', 'D000056784', 'D000001161', 'D000001157', 'D000014652', 'D000002318', 'D000019954', 'D000009461']"
"['D000004427', 'D000010038', 'D000012871']"
"['D000001855', 'D000006402', 'D000019046', 'D000019337', 'D000009371', 'D000009369']"
"['D000012030', 'D000005128', 'D000014947']"
"['D000003333', 'D000030341', 'D000012327', 'D000014777', 'D000012141', 'D000012140']"
0
"['D000008223', 'D000009370', 'D000009369', 'D000008232', 'D000008206', 'D000007160', 'D000007154']"
0
"['D000003704', 'D000001927', 'D000002493', 'D000009422', 'D000024801', 'D000019636', 'D000019965', 'D000001523', 'D000003072']"
"['D000015154', 'D000003680', 'D000005767', 'D000004066', 'D000011230', 'D000009369']"
"['D000001847', 'D000009140']"
"['D000009375', 'D000009370', 'D000009369', 'D000004066', 'D000000230', 'D000008113', 'D000004067', 'D000009371']"
"['D000001416', 'D000010146', 'D000009461', 'D000014947']"
D000001835
"['D000016769', 'D000014652', 'D000002318', 'D000008171', 'D000012140']"
"['D000009976', 'D000012327', 'D000014777', 'D000012141', 'D000012140', 'D000001832']"
D000014570
"['D000004067', 'D000009371', 'D000009369', 'D000004701', 'D000004066', 'D000010182', 'D000004700', 'D000020969', 'D000010335']"
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
